combo_id	pattern_id	title	family	platform	nav	shell	density	interaction	brief_lock
A2103	x-search-global	Global search	cross-platform-app	responsive-app	NAV-NONE-FOCUS	SH-RESPONSIVE-COLLAPSE	D-DEFAULT	IX-SEARCH-FIRST	PLATFORM=responsive-app; PATTERN=x-search-global; NAV=NAV-NONE-FOCUS; SHELL=SH-RESPONSIVE-COLLAPSE; DENSITY=D-DEFAULT; IX=IX-SEARCH-FIRST; IMPL=will-change-sparing,command-palette-js,type-date,error-boundary-ui; FEEL=Entities + actions
A2104	m-safe-area-chrome	Safe-area chrome	mobile-touch-a11y	mobile-phone	NAV-BOTTOM-TABS	SH-PHONE-TABS	D-TOUCH-COMFORT	IX-STICKY-FOOTER-CTA	PLATFORM=mobile-phone; PATTERN=m-safe-area-chrome; NAV=NAV-BOTTOM-TABS; SHELL=SH-PHONE-TABS; DENSITY=D-TOUCH-COMFORT; IX=IX-STICKY-FOOTER-CTA; IMPL=prefers-contrast,intersection-infinite,dialog-element,history-stack; FEEL=Tabs/CTAs above home indicator
A2105	support-mobile	Support Mobile	industry-app	mobile-phone	NAV-STACK-PUSH	SH-PHONE-STACK	D-DEFAULT	IX-PRIMARY-THUMB	PLATFORM=mobile-phone; PATTERN=support-mobile; NAV=NAV-STACK-PUSH; SHELL=SH-PHONE-STACK; DENSITY=D-DEFAULT; IX=IX-PRIMARY-THUMB; IMPL=virtual-list,skeleton-css,live-region,inputmode; FEEL=on-call ticket
A2106	m-media-fullscreen	Fullscreen media	mobile-content-patterns	mobile-phone	NAV-TAB+STACK	SH-PHONE-SHEET	D-DEFAULT	IX-PRIMARY-THUMB	PLATFORM=mobile-phone; PATTERN=m-media-fullscreen; NAV=NAV-TAB+STACK; SHELL=SH-PHONE-SHEET; DENSITY=D-DEFAULT; IX=IX-PRIMARY-THUMB; IMPL=will-change-sparing,network-information,error-boundary-ui,flex-phone-column; FEEL=Swipe dismiss, chrome fade
A2107	news-desktop	News Desktop	industry-app	desktop-web	NAV-SIDE-RAIL	SH-DESK-DOCUMENT	D-DEFAULT	IX-KEYBOARD-SHORTCUTS	PLATFORM=desktop-web; PATTERN=news-desktop; NAV=NAV-SIDE-RAIL; SHELL=SH-DESK-DOCUMENT; DENSITY=D-DEFAULT; IX=IX-KEYBOARD-SHORTCUTS; IMPL=resize-observer,clipboard-api,prefers-reduced-motion,hover-media; FEEL=sections article
A2108	d-kanban-desktop	Kanban board	desktop-structure	desktop-web	NAV-MASTER-DETAIL	SH-RESPONSIVE-COLLAPSE	D-DEFAULT	IX-KEYBOARD-SHORTCUTS	PLATFORM=desktop-web; PATTERN=d-kanban-desktop; NAV=NAV-MASTER-DETAIL; SHELL=SH-RESPONSIVE-COLLAPSE; DENSITY=D-DEFAULT; IX=IX-KEYBOARD-SHORTCUTS; IMPL=roving-tabindex,overscroll,error-boundary-ui,autocomplete; FEEL=Columns + cards
A2109	m-focus-visible-mobile	Focus visible when keyboard	mobile-touch-a11y	mobile-phone	NAV-STACK-PUSH	SH-PHONE-STACK	D-DEFAULT	IX-KEYBOARD-SHORTCUTS	PLATFORM=mobile-phone; PATTERN=m-focus-visible-mobile; NAV=NAV-STACK-PUSH; SHELL=SH-PHONE-STACK; DENSITY=D-DEFAULT; IX=IX-KEYBOARD-SHORTCUTS; IMPL=csrf-safe,file-capture,prefers-contrast,form-novalidate; FEEL=External keyboard / a11y
A2110	m-bottom-tabs-3	Bottom tabs (3)	mobile-structure	mobile-phone	NAV-BOTTOM-TABS	SH-PHONE-TABS	D-TOUCH-COMFORT	IX-PRIMARY-THUMB	PLATFORM=mobile-phone; PATTERN=m-bottom-tabs-3; NAV=NAV-BOTTOM-TABS; SHELL=SH-PHONE-TABS; DENSITY=D-TOUCH-COMFORT; IX=IX-PRIMARY-THUMB; IMPL=prefers-contrast,push-web,dvh-units,bottom-nav-fixed; FEEL=Focused product
A2111	d-progressive-more	More/Fewer options	desktop-density-keyboard	desktop-web	NAV-SIDE-RAIL	SH-DESK-RAIL-MAIN	D-DEFAULT	IX-FILTER-CHIPS	PLATFORM=desktop-web; PATTERN=d-progressive-more; NAV=NAV-SIDE-RAIL; SHELL=SH-DESK-RAIL-MAIN; DENSITY=D-DEFAULT; IX=IX-FILTER-CHIPS; IMPL=overscroll,skeleton-css,scroll-padding,prefers-reduced-motion; FEEL=Hide rare advanced
A2112	x-shared-tokens	Shared design tokens	cross-platform-app	responsive-app	NAV-NONE-FOCUS	SH-RESPONSIVE-COLLAPSE	D-DEFAULT	IX-PRIMARY-THUMB	PLATFORM=responsive-app; PATTERN=x-shared-tokens; NAV=NAV-NONE-FOCUS; SHELL=SH-RESPONSIVE-COLLAPSE; DENSITY=D-DEFAULT; IX=IX-PRIMARY-THUMB; IMPL=viewport-meta,pointer-events,resize-observer,type-date; FEEL=Colour type space cross surface
A2113	os-macos-toolbar	macOS toolbar	os-patterns	desktop-web	NAV-TOOLBAR	SH-DESK-DOCUMENT	D-DEFAULT	IX-KEYBOARD-SHORTCUTS	PLATFORM=desktop-web; PATTERN=os-macos-toolbar; NAV=NAV-TOOLBAR; SHELL=SH-DESK-DOCUMENT; DENSITY=D-DEFAULT; IX=IX-KEYBOARD-SHORTCUTS; IMPL=hover-media,intersection-infinite,debounce-search,scroll-padding; FEEL=Unified titlebar toolbar
A2114	photos-mobile	Photos Mobile	industry-app	mobile-phone	NAV-BOTTOM-TABS	SH-PHONE-FEED	D-DEFAULT	IX-PRIMARY-THUMB	PLATFORM=mobile-phone; PATTERN=photos-mobile; NAV=NAV-BOTTOM-TABS; SHELL=SH-PHONE-FEED; DENSITY=D-DEFAULT; IX=IX-PRIMARY-THUMB; IMPL=tap-highlight,live-region,dialog-element,intersection-infinite; FEEL=library memories
A2115	social-mobile	Social Mobile	industry-app	mobile-phone	NAV-BOTTOM-TABS	SH-PHONE-FEED	D-DEFAULT	IX-PRIMARY-THUMB	PLATFORM=mobile-phone; PATTERN=social-mobile; NAV=NAV-BOTTOM-TABS; SHELL=SH-PHONE-FEED; DENSITY=D-DEFAULT; IX=IX-PRIMARY-THUMB; IMPL=intersection-infinite,prefers-color-scheme,prefers-contrast,push-web; FEEL=feed create profile
A2116	m-empty-first-run	First-run empty	mobile-content-patterns	mobile-phone	NAV-STACK-PUSH	SH-PHONE-STACK	D-COMFORTABLE	IX-EMPTY-CTA	PLATFORM=mobile-phone; PATTERN=m-empty-first-run; NAV=NAV-STACK-PUSH; SHELL=SH-PHONE-STACK; DENSITY=D-COMFORTABLE; IX=IX-EMPTY-CTA; IMPL=install-pwa,vibrate-careful,tap-highlight,error-boundary-ui; FEEL=Education + CTA
A2117	d-settings-dialog	Settings dialog/pages	desktop-structure	desktop-web	NAV-SIDE-TREE	SH-DESK-RAIL-MAIN	D-DEFAULT	IX-KEYBOARD-SHORTCUTS	PLATFORM=desktop-web; PATTERN=d-settings-dialog; NAV=NAV-SIDE-TREE; SHELL=SH-DESK-RAIL-MAIN; DENSITY=D-DEFAULT; IX=IX-KEYBOARD-SHORTCUTS; IMPL=optimistic-ui,localstorage-prefs,grid-app-shell,content-visibility; FEEL=Searchable settings
A2118	crm-desktop	CRM Desktop	industry-app	desktop-web	NAV-BREADCRUMB	SH-DESK-IDE-LITE	D-COMPACT	IX-KEYBOARD-SHORTCUTS	PLATFORM=desktop-web; PATTERN=crm-desktop; NAV=NAV-BREADCRUMB; SHELL=SH-DESK-IDE-LITE; DENSITY=D-COMPACT; IX=IX-KEYBOARD-SHORTCUTS; IMPL=url-state,live-region,prefers-color-scheme,grid-app-shell; FEEL=pipeline contacts
A2119	d-window-1024	Functional at 1024×768	desktop-density-keyboard	desktop-web	NAV-COMMAND-PALETTE	SH-DESK-DASH	D-DEFAULT	IX-SPLIT-RESIZE	PLATFORM=desktop-web; PATTERN=d-window-1024; NAV=NAV-COMMAND-PALETTE; SHELL=SH-DESK-DASH; DENSITY=D-DEFAULT; IX=IX-SPLIT-RESIZE; IMPL=grid-app-shell,hotkeys,clipboard-api,virtual-list; FEEL=No dead layouts at laptop
A2120	manufacturing-mobile	Shop Floor Mobile	industry-app	mobile-phone	NAV-NONE-FOCUS	SH-PHONE-STACK	D-TOUCH-COMFORT	IX-PRIMARY-THUMB	PLATFORM=mobile-phone; PATTERN=manufacturing-mobile; NAV=NAV-NONE-FOCUS; SHELL=SH-PHONE-STACK; DENSITY=D-TOUCH-COMFORT; IX=IX-PRIMARY-THUMB; IMPL=virtual-list,flex-phone-column,prefers-contrast,skeleton-css; FEEL=scan complete
A2121	museum-mobile	Museum Mobile	industry-app	mobile-phone	NAV-TAB+STACK	SH-PHONE-STACK	D-COMFORTABLE	IX-PRIMARY-THUMB	PLATFORM=mobile-phone; PATTERN=museum-mobile; NAV=NAV-TAB+STACK; SHELL=SH-PHONE-STACK; DENSITY=D-COMFORTABLE; IX=IX-PRIMARY-THUMB; IMPL=push-web,autocomplete,skeleton-css,hover-media; FEEL=visit guide audio
A2122	x-permissioned-ui	Permissioned UI	cross-platform-app	responsive-app	NAV-TOP-TABS	SH-DESK-DATAGRID	D-DEFAULT	IX-EMPTY-CTA	PLATFORM=responsive-app; PATTERN=x-permissioned-ui; NAV=NAV-TOP-TABS; SHELL=SH-DESK-DATAGRID; DENSITY=D-DEFAULT; IX=IX-EMPTY-CTA; IMPL=roving-tabindex,url-state,type-date,flex-phone-column; FEEL=Hide vs disable with reason
A2123	ride-driver-mobile	Driver Mobile	industry-app	mobile-phone	NAV-NONE-FOCUS	SH-PHONE-STACK	D-TOUCH-COMFORT	IX-PRIMARY-THUMB	PLATFORM=mobile-phone; PATTERN=ride-driver-mobile; NAV=NAV-NONE-FOCUS; SHELL=SH-PHONE-STACK; DENSITY=D-TOUCH-COMFORT; IX=IX-PRIMARY-THUMB; IMPL=app-badge,will-change-sparing,form-novalidate,overscroll; FEEL=requests nav
A2124	d-settings-dialog	Settings dialog/pages	desktop-structure	desktop-web	NAV-SIDE-TREE	SH-DESK-RAIL-MAIN	D-DEFAULT	IX-KEYBOARD-SHORTCUTS	PLATFORM=desktop-web; PATTERN=d-settings-dialog; NAV=NAV-SIDE-TREE; SHELL=SH-DESK-RAIL-MAIN; DENSITY=D-DEFAULT; IX=IX-KEYBOARD-SHORTCUTS; IMPL=prefers-reduced-motion,scroll-padding,intersection-infinite,clipboard-api; FEEL=Searchable settings
A2125	smart-home-mobile	Smart Home Mobile	industry-app	mobile-phone	NAV-BOTTOM-TABS	SH-PHONE-TABS	D-DEFAULT	IX-PRIMARY-THUMB	PLATFORM=mobile-phone; PATTERN=smart-home-mobile; NAV=NAV-BOTTOM-TABS; SHELL=SH-PHONE-TABS; DENSITY=D-DEFAULT; IX=IX-PRIMARY-THUMB; IMPL=sticky-footer-cta,will-change-sparing,virtual-list,touch-action; FEEL=rooms scenes devices
A2126	m-target-spacing	Target spacing	mobile-touch-a11y	mobile-phone	NAV-STACK-PUSH	SH-PHONE-STACK	D-TOUCH-COMFORT	IX-PRIMARY-THUMB	PLATFORM=mobile-phone; PATTERN=m-target-spacing; NAV=NAV-STACK-PUSH; SHELL=SH-PHONE-STACK; DENSITY=D-TOUCH-COMFORT; IX=IX-PRIMARY-THUMB; IMPL=csrf-safe,min-touch,prefers-color-scheme,prefers-contrast; FEEL=Avoid mis-taps between actions
A2127	x-rtl-ready	RTL-ready layout	cross-platform-app	responsive-app	NAV-NONE-FOCUS	SH-RESPONSIVE-COLLAPSE	D-DEFAULT	IX-PRIMARY-THUMB	PLATFORM=responsive-app; PATTERN=x-rtl-ready; NAV=NAV-NONE-FOCUS; SHELL=SH-RESPONSIVE-COLLAPSE; DENSITY=D-DEFAULT; IX=IX-PRIMARY-THUMB; IMPL=abort-controller,min-touch,virtual-list,viewport-meta; FEEL=Logical properties
A2128	hotel-desktop	Hotel Desktop	industry-app	desktop-web	NAV-MASTER-DETAIL	SH-DESK-RAIL-MAIN-INSP	D-COMPACT	IX-KEYBOARD-SHORTCUTS	PLATFORM=desktop-web; PATTERN=hotel-desktop; NAV=NAV-MASTER-DETAIL; SHELL=SH-DESK-RAIL-MAIN-INSP; DENSITY=D-COMPACT; IX=IX-KEYBOARD-SHORTCUTS; IMPL=overscroll,intersection-infinite,command-palette-js,will-change-sparing; FEEL=reservations folio
A2129	mdm-mobile	Device Enrol Mobile	industry-app	mobile-phone	NAV-NONE-FOCUS	SH-PHONE-SHEET	D-TOUCH-COMFORT	IX-PRIMARY-THUMB	PLATFORM=mobile-phone; PATTERN=mdm-mobile; NAV=NAV-NONE-FOCUS; SHELL=SH-PHONE-SHEET; DENSITY=D-TOUCH-COMFORT; IX=IX-PRIMARY-THUMB; IMPL=vibrate-careful,content-visibility,dvh-units,pointer-events; FEEL=enrol status
A2130	school-mobile	School Parent Mobile	industry-app	responsive-app	NAV-BOTTOM-TABS	SH-PHONE-TABS	D-DEFAULT	IX-PRIMARY-THUMB	PLATFORM=responsive-app; PATTERN=school-mobile; NAV=NAV-BOTTOM-TABS; SHELL=SH-PHONE-TABS; DENSITY=D-DEFAULT; IX=IX-PRIMARY-THUMB; IMPL=content-visibility,localstorage-prefs,flex-phone-column,inputmode; FEEL=messages attendance
A2131	gaming-mobile	Casual Game Shell	industry-app	mobile-phone	NAV-NONE-FOCUS	SH-PHONE-CANVAS	D-TOUCH-COMFORT	IX-PRIMARY-THUMB	PLATFORM=mobile-phone; PATTERN=gaming-mobile; NAV=NAV-NONE-FOCUS; SHELL=SH-PHONE-CANVAS; DENSITY=D-TOUCH-COMFORT; IX=IX-PRIMARY-THUMB; IMPL=bottom-nav-fixed,abort-controller,optimistic-ui,install-pwa; FEEL=play overlay menus
A2132	gaming-mobile	Casual Game Shell	industry-app	mobile-phone	NAV-NONE-FOCUS	SH-PHONE-CANVAS	D-TOUCH-COMFORT	IX-PRIMARY-THUMB	PLATFORM=mobile-phone; PATTERN=gaming-mobile; NAV=NAV-NONE-FOCUS; SHELL=SH-PHONE-CANVAS; DENSITY=D-TOUCH-COMFORT; IX=IX-PRIMARY-THUMB; IMPL=focus-trap,bottom-nav-fixed,prefers-color-scheme,aria-expanded; FEEL=play overlay menus
A2133	insurance-mobile	Insurance Mobile	industry-app	mobile-phone	NAV-BOTTOM-TABS	SH-PHONE-TABS	D-DEFAULT	IX-PRIMARY-THUMB	PLATFORM=mobile-phone; PATTERN=insurance-mobile; NAV=NAV-BOTTOM-TABS; SHELL=SH-PHONE-TABS; DENSITY=D-DEFAULT; IX=IX-PRIMARY-THUMB; IMPL=scroll-padding,app-badge,hover-media,vibrate-careful; FEEL=policies claims
A2134	m-empty-first-run	First-run empty	mobile-content-patterns	mobile-phone	NAV-BOTTOM-TABS	SH-RESPONSIVE-COLLAPSE	D-COMFORTABLE	IX-EMPTY-CTA	PLATFORM=mobile-phone; PATTERN=m-empty-first-run; NAV=NAV-BOTTOM-TABS; SHELL=SH-RESPONSIVE-COLLAPSE; DENSITY=D-COMFORTABLE; IX=IX-EMPTY-CTA; IMPL=pointer-events,touch-action,install-pwa,aria-current; FEEL=Education + CTA
A2135	crm-desktop	CRM Desktop	industry-app	desktop-web	NAV-SIDE-RAIL	SH-DESK-DATAGRID	D-COMPACT	IX-KEYBOARD-SHORTCUTS	PLATFORM=desktop-web; PATTERN=crm-desktop; NAV=NAV-SIDE-RAIL; SHELL=SH-DESK-DATAGRID; DENSITY=D-COMPACT; IX=IX-KEYBOARD-SHORTCUTS; IMPL=container-queries,hotkeys,prefers-reduced-motion,scroll-padding; FEEL=pipeline contacts
A2136	legal-desktop	Legal Desktop	industry-app	desktop-web	NAV-SIDE-TREE	SH-DESK-RAIL-MAIN-INSP	D-COMPACT	IX-KEYBOARD-SHORTCUTS	PLATFORM=desktop-web; PATTERN=legal-desktop; NAV=NAV-SIDE-TREE; SHELL=SH-DESK-RAIL-MAIN-INSP; DENSITY=D-COMPACT; IX=IX-KEYBOARD-SHORTCUTS; IMPL=form-novalidate,focus-trap,command-palette-js,dialog-element; FEEL=matters documents
A2137	d-tooltip-labels	Icon buttons labelled	desktop-density-keyboard	desktop-web	NAV-TOOLBAR	SH-DESK-TOOL-CANVAS	D-DEFAULT	IX-KEYBOARD-SHORTCUTS	PLATFORM=desktop-web; PATTERN=d-tooltip-labels; NAV=NAV-TOOLBAR; SHELL=SH-DESK-TOOL-CANVAS; DENSITY=D-DEFAULT; IX=IX-KEYBOARD-SHORTCUTS; IMPL=will-change-sparing,dialog-element,optimistic-ui,session-timeout; FEEL=Tooltip + aria-label
A2138	food-courier-mobile	Courier Mobile	industry-app	desktop-web	NAV-MENUBAR	SH-DESK-TOOL-CANVAS	D-DEFAULT	IX-PRIMARY-THUMB	PLATFORM=desktop-web; PATTERN=food-courier-mobile; NAV=NAV-MENUBAR; SHELL=SH-DESK-TOOL-CANVAS; DENSITY=D-DEFAULT; IX=IX-PRIMARY-THUMB; IMPL=prefers-color-scheme,scroll-padding,drag-drop-desktop,aria-current; FEEL=orders nav photo
A2139	energy-mobile	Energy Field Mobile	industry-app	mobile-phone	NAV-BOTTOM-TABS	SH-PHONE-FEED	D-TOUCH-COMFORT	IX-PRIMARY-THUMB	PLATFORM=mobile-phone; PATTERN=energy-mobile; NAV=NAV-BOTTOM-TABS; SHELL=SH-PHONE-FEED; DENSITY=D-TOUCH-COMFORT; IX=IX-PRIMARY-THUMB; IMPL=type-date,inputmode,network-information,debounce-search; FEEL=assets inspect
A2140	devtool-desktop	Developer Tool	industry-app	desktop-web	NAV-MASTER-DETAIL	SH-DESK-DOCUMENT	D-COMPACT	IX-KEYBOARD-SHORTCUTS	PLATFORM=desktop-web; PATTERN=devtool-desktop; NAV=NAV-MASTER-DETAIL; SHELL=SH-DESK-DOCUMENT; DENSITY=D-COMPACT; IX=IX-KEYBOARD-SHORTCUTS; IMPL=drag-drop-desktop,focus-visible,session-timeout,optimistic-ui; FEEL=editor panels on demand
A2141	tax-mobile	Tax Mobile	industry-app	mobile-phone	NAV-STACK-PUSH	SH-PHONE-STACK	D-DEFAULT	IX-PRIMARY-THUMB	PLATFORM=mobile-phone; PATTERN=tax-mobile; NAV=NAV-STACK-PUSH; SHELL=SH-PHONE-STACK; DENSITY=D-DEFAULT; IX=IX-PRIMARY-THUMB; IMPL=flex-phone-column,push-web,share-api,bottom-nav-fixed; FEEL=upload status
A2142	m-create-sheet	Create via sheet	mobile-structure	mobile-phone	NAV-BOTTOM-SHEET	SH-PHONE-SHEET	D-DEFAULT	IX-PRIMARY-THUMB	PLATFORM=mobile-phone; PATTERN=m-create-sheet; NAV=NAV-BOTTOM-SHEET; SHELL=SH-PHONE-SHEET; DENSITY=D-DEFAULT; IX=IX-PRIMARY-THUMB; IMPL=matchmedia,skeleton-css,tap-highlight,hover-media; FEEL=Compose in sheet
A2143	construction-desktop	Construction Desktop	industry-app	desktop-web	NAV-SIDE-RAIL	SH-DESK-TOOL-CANVAS	D-COMPACT	IX-KEYBOARD-SHORTCUTS	PLATFORM=desktop-web; PATTERN=construction-desktop; NAV=NAV-SIDE-RAIL; SHELL=SH-DESK-TOOL-CANVAS; DENSITY=D-COMPACT; IX=IX-KEYBOARD-SHORTCUTS; IMPL=session-timeout,intersection-infinite,csrf-safe,container-queries; FEEL=projects drawings
A2144	m-cards-scroll	Card vertical stack	mobile-content-patterns	mobile-phone	NAV-BOTTOM-SHEET	SH-PHONE-TABS	D-COMFORTABLE	IX-INFINITE-SCROLL	PLATFORM=mobile-phone; PATTERN=m-cards-scroll; NAV=NAV-BOTTOM-SHEET; SHELL=SH-PHONE-TABS; DENSITY=D-COMFORTABLE; IX=IX-INFINITE-SCROLL; IMPL=share-api,inputmode,service-worker-offline,live-region; FEEL=Scannable cards
A2145	m-settings-grouped	iOS-like grouped settings	mobile-structure	mobile-phone	NAV-WIZARD	SH-RESPONSIVE-COLLAPSE	D-DEFAULT	IX-PRIMARY-THUMB	PLATFORM=mobile-phone; PATTERN=m-settings-grouped; NAV=NAV-WIZARD; SHELL=SH-RESPONSIVE-COLLAPSE; DENSITY=D-DEFAULT; IX=IX-PRIMARY-THUMB; IMPL=bottom-nav-fixed,matchmedia,safe-area-css,min-touch; FEEL=Inset grouped lists
A2146	x-state-matrix	Full state matrix	cross-platform-app	responsive-app	NAV-NONE-FOCUS	SH-RESPONSIVE-COLLAPSE	D-DEFAULT	IX-SKELETON-LOAD	PLATFORM=responsive-app; PATTERN=x-state-matrix; NAV=NAV-NONE-FOCUS; SHELL=SH-RESPONSIVE-COLLAPSE; DENSITY=D-DEFAULT; IX=IX-SKELETON-LOAD; IMPL=virtual-list,share-api,content-visibility,csrf-safe; FEEL=default loading empty error success
A2147	os-material-nav-bar	Material bottom nav	os-patterns	mobile-phone	NAV-TAB+STACK	SH-PHONE-STACK	D-TOUCH-COMFORT	IX-PRIMARY-THUMB	PLATFORM=mobile-phone; PATTERN=os-material-nav-bar; NAV=NAV-TAB+STACK; SHELL=SH-PHONE-STACK; DENSITY=D-TOUCH-COMFORT; IX=IX-PRIMARY-THUMB; IMPL=live-region,viewport-meta,intersection-infinite,content-visibility; FEEL=3–5 destinations
A2148	x-toast-queue	Toast/queue discipline	cross-platform-app	responsive-app	NAV-NONE-FOCUS	SH-RESPONSIVE-COLLAPSE	D-DEFAULT	IX-UNDO-TOAST	PLATFORM=responsive-app; PATTERN=x-toast-queue; NAV=NAV-NONE-FOCUS; SHELL=SH-RESPONSIVE-COLLAPSE; DENSITY=D-DEFAULT; IX=IX-UNDO-TOAST; IMPL=service-worker-offline,aria-current,session-timeout,network-information; FEEL=Don't stack spam
A2149	d-window-1024	Functional at 1024×768	desktop-density-keyboard	desktop-web	NAV-MASTER-DETAIL	SH-DESK-TOOL-CANVAS	D-DEFAULT	IX-SPLIT-RESIZE	PLATFORM=desktop-web; PATTERN=d-window-1024; NAV=NAV-MASTER-DETAIL; SHELL=SH-DESK-TOOL-CANVAS; DENSITY=D-DEFAULT; IX=IX-SPLIT-RESIZE; IMPL=csrf-safe,virtual-list,grid-app-shell,abort-controller; FEEL=No dead layouts at laptop
A2150	m-form-multipage	Multi-page form	mobile-content-patterns	mobile-phone	NAV-WIZARD	SH-PHONE-STACK	D-DEFAULT	IX-PRIMARY-THUMB	PLATFORM=mobile-phone; PATTERN=m-form-multipage; NAV=NAV-WIZARD; SHELL=SH-PHONE-STACK; DENSITY=D-DEFAULT; IX=IX-PRIMARY-THUMB; IMPL=focus-visible,touch-action,share-api,aria-current; FEEL=Save draft between pages
A2151	d-keyboard-nav	Full keyboard nav	desktop-density-keyboard	desktop-web	NAV-COMMAND-PALETTE	SH-DESK-TOOL-CANVAS	D-DEFAULT	IX-KEYBOARD-SHORTCUTS	PLATFORM=desktop-web; PATTERN=d-keyboard-nav; NAV=NAV-COMMAND-PALETTE; SHELL=SH-DESK-TOOL-CANVAS; DENSITY=D-DEFAULT; IX=IX-KEYBOARD-SHORTCUTS; IMPL=focus-trap,prefers-reduced-motion,localstorage-prefs,overscroll; FEEL=Tab order, roving tabindex lists
A2152	x-localization-ready	Localization ready	cross-platform-app	responsive-app	NAV-STACK-PUSH	SH-DESK-DOCUMENT	D-DEFAULT	IX-PRIMARY-THUMB	PLATFORM=responsive-app; PATTERN=x-localization-ready; NAV=NAV-STACK-PUSH; SHELL=SH-DESK-DOCUMENT; DENSITY=D-DEFAULT; IX=IX-PRIMARY-THUMB; IMPL=content-visibility,aria-current,dvh-units,type-date; FEEL=No truncated critical labels
A2153	photos-mobile	Photos Mobile	industry-app	mobile-phone	NAV-BOTTOM-TABS	SH-PHONE-FEED	D-DEFAULT	IX-PRIMARY-THUMB	PLATFORM=mobile-phone; PATTERN=photos-mobile; NAV=NAV-BOTTOM-TABS; SHELL=SH-PHONE-FEED; DENSITY=D-DEFAULT; IX=IX-PRIMARY-THUMB; IMPL=url-state,prefers-reduced-motion,tap-highlight,share-api; FEEL=library memories
A2154	restaurant-backoffice	Restaurant Backoffice	industry-app	desktop-web	NAV-DRAWER	SH-TABLET-RAIL	D-COMPACT	IX-KEYBOARD-SHORTCUTS	PLATFORM=desktop-web; PATTERN=restaurant-backoffice; NAV=NAV-DRAWER; SHELL=SH-TABLET-RAIL; DENSITY=D-COMPACT; IX=IX-KEYBOARD-SHORTCUTS; IMPL=abort-controller,csrf-safe,debounce-search,intersection-infinite; FEEL=menus labour
A2155	d-settings-dialog	Settings dialog/pages	desktop-structure	desktop-web	NAV-SIDE-TREE	SH-DESK-RAIL-MAIN	D-DEFAULT	IX-KEYBOARD-SHORTCUTS	PLATFORM=desktop-web; PATTERN=d-settings-dialog; NAV=NAV-SIDE-TREE; SHELL=SH-DESK-RAIL-MAIN; DENSITY=D-DEFAULT; IX=IX-KEYBOARD-SHORTCUTS; IMPL=autocomplete,prefers-color-scheme,localstorage-prefs,url-state; FEEL=Searchable settings
A2156	x-breakpoint-nav-swap	Nav swap by breakpoint	cross-platform-app	responsive-app	NAV-BOTTOM-TABS	SH-RESPONSIVE-COLLAPSE	D-DEFAULT	IX-EMPTY-CTA	PLATFORM=responsive-app; PATTERN=x-breakpoint-nav-swap; NAV=NAV-BOTTOM-TABS; SHELL=SH-RESPONSIVE-COLLAPSE; DENSITY=D-DEFAULT; IX=IX-EMPTY-CTA; IMPL=service-worker-offline,type-date,hover-media,network-information; FEEL=Rail↔tabs
A2157	ride-driver-mobile	Driver Mobile	industry-app	mobile-phone	NAV-NONE-FOCUS	SH-PHONE-STACK	D-TOUCH-COMFORT	IX-PRIMARY-THUMB	PLATFORM=mobile-phone; PATTERN=ride-driver-mobile; NAV=NAV-NONE-FOCUS; SHELL=SH-PHONE-STACK; DENSITY=D-TOUCH-COMFORT; IX=IX-PRIMARY-THUMB; IMPL=install-pwa,virtual-list,prefers-reduced-motion,prefers-contrast; FEEL=requests nav
A2158	energy-desktop	Energy Ops Desktop	industry-app	responsive-app	NAV-MASTER-DETAIL	SH-DESK-DASH	D-COMPACT	IX-KEYBOARD-SHORTCUTS	PLATFORM=responsive-app; PATTERN=energy-desktop; NAV=NAV-MASTER-DETAIL; SHELL=SH-DESK-DASH; DENSITY=D-COMPACT; IX=IX-KEYBOARD-SHORTCUTS; IMPL=flex-phone-column,resize-observer,container-queries,share-api; FEEL=grid status alarms
A2159	d-calendar-desktop	Calendar app	desktop-structure	desktop-web	NAV-SIDE-RAIL	SH-DESK-TOOL-CANVAS	D-DEFAULT	IX-KEYBOARD-SHORTCUTS	PLATFORM=desktop-web; PATTERN=d-calendar-desktop; NAV=NAV-SIDE-RAIL; SHELL=SH-DESK-TOOL-CANVAS; DENSITY=D-DEFAULT; IX=IX-KEYBOARD-SHORTCUTS; IMPL=content-visibility,csrf-safe,skeleton-css,virtual-list; FEEL=Time grid primary
A2160	calendar-mobile	Mobile Calendar	industry-app	mobile-phone	NAV-WIZARD	SH-PHONE-STACK	D-DEFAULT	IX-PRIMARY-THUMB	PLATFORM=mobile-phone; PATTERN=calendar-mobile; NAV=NAV-WIZARD; SHELL=SH-PHONE-STACK; DENSITY=D-DEFAULT; IX=IX-PRIMARY-THUMB; IMPL=sticky-footer-cta,dialog-element,live-region,prefers-reduced-motion; FEEL=agenda day create
A2161	d-focus-trap-modal	Modal focus trap	desktop-density-keyboard	desktop-web	NAV-SIDE-RAIL	SH-DESK-RAIL-MAIN	D-DEFAULT	IX-KEYBOARD-SHORTCUTS	PLATFORM=desktop-web; PATTERN=d-focus-trap-modal; NAV=NAV-SIDE-RAIL; SHELL=SH-DESK-RAIL-MAIN; DENSITY=D-DEFAULT; IX=IX-KEYBOARD-SHORTCUTS; IMPL=will-change-sparing,aria-current,grid-app-shell,overscroll; FEEL=Esc closes; restore focus
