combo_id	style_id	title	family	skeleton	type_era	control	material_hint	colour_strat	chrome	density_hint	brief_lock
C2125	space-agency	Space Agency	internet-expanded	SK-CENTER-STAGE	TY-GROTESQUE	sharp-0	lab-laminate	CS-BRAND-LOCKUP	CH-MIN	marketing	STYLE_ID=space-agency; SKELETON=SK-CENTER-STAGE; TYPE_ERA=TY-GROTESQUE; CONTROL=sharp-0; MATERIAL=lab-laminate; COLOUR_STRAT=CS-BRAND-LOCKUP; CHROME=CH-MIN; FEEL=patches mission type
C2126	speakeasy	Speakeasy	internet-expanded	SK-NEWS-RIVER	TY-DIDONE-LUX	ink-underline	petri-clear	CS-MONO-PLUS	CH-STANDARD	app	STYLE_ID=speakeasy; SKELETON=SK-NEWS-RIVER; TYPE_ERA=TY-DIDONE-LUX; CONTROL=ink-underline; MATERIAL=petri-clear; COLOUR_STRAT=CS-MONO-PLUS; CHROME=CH-STANDARD; FEEL=hidden door gold dark
C2127	spice-market	Spice Market	internet-expanded	SK-CALENDAR-SPINE	TY-HUMANIST	chunk-border	hospital-scrub	CS-DUOTONE	CH-APP	app	STYLE_ID=spice-market; SKELETON=SK-CALENDAR-SPINE; TYPE_ERA=TY-HUMANIST; CONTROL=chunk-border; MATERIAL=hospital-scrub; COLOUR_STRAT=CS-DUOTONE; CHROME=CH-APP; FEEL=warm piles colour
C2128	sportswear-90s	90s Sportswear	internet-expanded	SK-MASONRY	TY-INDUSTRIAL-COND	pill	clinic-white	CS-PRIMARY-TRIO	CH-DENSE	marketing	STYLE_ID=sportswear-90s; SKELETON=SK-MASONRY; TYPE_ERA=TY-INDUSTRIAL-COND; CONTROL=pill; MATERIAL=clinic-white; COLOUR_STRAT=CS-PRIMARY-TRIO; CHROME=CH-DENSE; FEEL=neon windbreaker
C2129	stained-glass	Stained Glass	internet-expanded	SK-SPLIT-DIAGONAL	TY-OLDSTYLE-SERIF	ink-underline	school-linoleum	CS-TONAL	CH-IMMERSIVE	marketing	STYLE_ID=stained-glass; SKELETON=SK-SPLIT-DIAGONAL; TYPE_ERA=TY-OLDSTYLE-SERIF; CONTROL=ink-underline; MATERIAL=school-linoleum; COLOUR_STRAT=CS-TONAL; CHROME=CH-IMMERSIVE; FEEL=lead lines coloured light
C2130	stationers	Stationers	internet-expanded	SK-FRAME-IN-FRAME	TY-HUMANIST	ink-underline	gym-floor	CS-PAPER-INK	CH-NONE	marketing	STYLE_ID=stationers; SKELETON=SK-FRAME-IN-FRAME; TYPE_ERA=TY-HUMANIST; CONTROL=ink-underline; MATERIAL=gym-floor; COLOUR_STRAT=CS-PAPER-INK; CHROME=CH-NONE; FEEL=ruled pads stamps
C2131	steam-railway	Steam Railway	internet-expanded	SK-SIDE-SCROLL	TY-HUMANIST	ticket	library-oak	CS-DARK-STAGE	CH-MIN	marketing	STYLE_ID=steam-railway; SKELETON=SK-SIDE-SCROLL; TYPE_ERA=TY-HUMANIST; CONTROL=ticket; MATERIAL=library-oak; COLOUR_STRAT=CS-DARK-STAGE; CHROME=CH-MIN; FEEL=timetables enamel
C2132	steel-mill	Steel Mill	internet-expanded	SK-FIXED-TOC	TY-INDUSTRIAL-COND	chunk-border	archive-box	CS-PASTEL-POP	CH-STANDARD	marketing	STYLE_ID=steel-mill; SKELETON=SK-FIXED-TOC; TYPE_ERA=TY-INDUSTRIAL-COND; CONTROL=chunk-border; MATERIAL=archive-box; COLOUR_STRAT=CS-PASTEL-POP; CHROME=CH-STANDARD; FEEL=heat orange industry
C2133	stencil-street	Street Stencil	internet-expanded	SK-COMMAND-CENTER	TY-STENCIL	sharp-0	manila-folder	CS-SIGNAL	CH-APP	app	STYLE_ID=stencil-street; SKELETON=SK-COMMAND-CENTER; TYPE_ERA=TY-STENCIL; CONTROL=sharp-0; MATERIAL=manila-folder; COLOUR_STRAT=CS-SIGNAL; CHROME=CH-APP; FEEL=protest spray quick
C2134	stone-circle	Stone Circle	internet-expanded	SK-INBOX-ZERO	TY-OLDSTYLE-SERIF	ink-underline	passport-cover	CS-PHOTO-LED	CH-DENSE	app	STYLE_ID=stone-circle; SKELETON=SK-INBOX-ZERO; TYPE_ERA=TY-OLDSTYLE-SERIF; CONTROL=ink-underline; MATERIAL=passport-cover; COLOUR_STRAT=CS-PHOTO-LED; CHROME=CH-DENSE; FEEL=ancient quiet land
C2135	subway-map	Subway Map	internet-expanded	SK-STUDIO-CANVAS	TY-HUMANIST	sharp-0	banknote-guilloche	CS-CMYK-PROCESS	CH-IMMERSIVE	app	STYLE_ID=subway-map; SKELETON=SK-STUDIO-CANVAS; TYPE_ERA=TY-HUMANIST; CONTROL=sharp-0; MATERIAL=banknote-guilloche; COLOUR_STRAT=CS-CMYK-PROCESS; CHROME=CH-IMMERSIVE; FEEL=lines transfers colour code
C2136	sugar-high	Sugar High	internet-expanded	SK-COMPARISON	TY-ROUNDED	pill	circuit-board	CS-EARTH	CH-NONE	marketing	STYLE_ID=sugar-high; SKELETON=SK-COMPARISON; TYPE_ERA=TY-ROUNDED; CONTROL=pill; MATERIAL=circuit-board; COLOUR_STRAT=CS-EARTH; CHROME=CH-NONE; FEEL=candy hyper colour
C2137	summit	Summit	internet-expanded	SK-PRICING-LADDER	TY-GROTESQUE	sharp-0	server-rack	CS-OCEAN	CH-MIN	marketing	STYLE_ID=summit; SKELETON=SK-PRICING-LADDER; TYPE_ERA=TY-GROTESQUE; CONTROL=sharp-0; MATERIAL=server-rack; COLOUR_STRAT=CS-OCEAN; CHROME=CH-MIN; FEEL=alpine sparse air
C2138	supermarket-japan	JP Supermarket	internet-expanded	SK-MANIFEST-LIST	TY-GROTESK-SOFT	soft-rect	vacuum-tube	CS-NEON-ON-DARK	CH-STANDARD	app	STYLE_ID=supermarket-japan; SKELETON=SK-MANIFEST-LIST; TYPE_ERA=TY-GROTESK-SOFT; CONTROL=soft-rect; MATERIAL=vacuum-tube; COLOUR_STRAT=CS-NEON-ON-DARK; CHROME=CH-STANDARD; FEEL=dense labels polite
C2139	surf-shack	Surf Shack	internet-expanded	SK-SCOREBOARD	TY-HUMANIST	chunk-border	space-blanket	CS-DESAT-CORP	CH-APP	app	STYLE_ID=surf-shack; SKELETON=SK-SCOREBOARD; TYPE_ERA=TY-HUMANIST; CONTROL=chunk-border; MATERIAL=space-blanket; COLOUR_STRAT=CS-DESAT-CORP; CHROME=CH-APP; FEEL=wax boards salt wood
C2140	surgical	Surgical	internet-expanded	SK-COCKPIT-STRIP	TY-MONO-DATA	sharp-0	astronaut-white	CS-HIGH-KEY	CH-DENSE	app	STYLE_ID=surgical; SKELETON=SK-COCKPIT-STRIP; TYPE_ERA=TY-MONO-DATA; CONTROL=sharp-0; MATERIAL=astronaut-white; COLOUR_STRAT=CS-HIGH-KEY; CHROME=CH-DENSE; FEEL=extreme clinical precision
C2141	swamp	Swamp	internet-expanded	SK-FOLIO-SPREAD	TY-HUMANIST	chunk-border	mission-control	CS-LOW-KEY	CH-IMMERSIVE	marketing	STYLE_ID=swamp; SKELETON=SK-FOLIO-SPREAD; TYPE_ERA=TY-HUMANIST; CONTROL=chunk-border; MATERIAL=mission-control; COLOUR_STRAT=CS-LOW-KEY; CHROME=CH-IMMERSIVE; FEEL=humid green murk
C2142	sweater-weather	Sweater Weather	internet-expanded	SK-STAMP-SHEET	TY-HUMANIST	soft-rect	radar-green	CS-SEPIA	CH-NONE	marketing	STYLE_ID=sweater-weather; SKELETON=SK-STAMP-SHEET; TYPE_ERA=TY-HUMANIST; CONTROL=soft-rect; MATERIAL=radar-green; COLOUR_STRAT=CS-SEPIA; CHROME=CH-NONE; FEEL=knit warm autumn
C2143	synthetic-biology	Synbio	internet-expanded	SK-DOCKED-FAB	TY-MONO-DATA	sharp-0	newsprint	CS-INVERTED	CH-MIN	mobile	STYLE_ID=synthetic-biology; SKELETON=SK-DOCKED-FAB; TYPE_ERA=TY-MONO-DATA; CONTROL=sharp-0; MATERIAL=newsprint; COLOUR_STRAT=CS-INVERTED; CHROME=CH-MIN; FEEL=lab future organic tech
C2144	tableau-classic	Classic Infographic	internet-expanded	SK-PEEK-CARDS	TY-GROTESK-SOFT	soft-rect	kraft-paper	CS-REGIONAL-FLAG	CH-STANDARD	mobile	STYLE_ID=tableau-classic; SKELETON=SK-PEEK-CARDS; TYPE_ERA=TY-GROTESK-SOFT; CONTROL=soft-rect; MATERIAL=kraft-paper; COLOUR_STRAT=CS-REGIONAL-FLAG; CHROME=CH-STANDARD; FEEL=charticle 2010s
C2145	tavern	Tavern	internet-expanded	SK-RADIO-TUNER	TY-OLDSTYLE-SERIF	chunk-border	cream-cotton	CS-BRAND-LOCKUP	CH-APP	app	STYLE_ID=tavern; SKELETON=SK-RADIO-TUNER; TYPE_ERA=TY-OLDSTYLE-SERIF; CONTROL=chunk-border; MATERIAL=cream-cotton; COLOUR_STRAT=CS-BRAND-LOCKUP; CHROME=CH-APP; FEEL=wood ale warm
C2146	taxi	Taxi	internet-expanded	SK-FILMSTRIP	TY-INDUSTRIAL-COND	sharp-0	tar-paper	CS-MONO-PLUS	CH-DENSE	marketing	STYLE_ID=taxi; SKELETON=SK-FILMSTRIP; TYPE_ERA=TY-INDUSTRIAL-COND; CONTROL=sharp-0; MATERIAL=tar-paper; COLOUR_STRAT=CS-MONO-PLUS; CHROME=CH-DENSE; FEEL=yellow black city
C2147	tea-ceremony	Tea Ceremony Inspired	internet-expanded	SK-ORBIT-META	TY-SERIF-TEXT	ink-underline	oak-timber	CS-DUOTONE	CH-IMMERSIVE	marketing	STYLE_ID=tea-ceremony; SKELETON=SK-ORBIT-META; TYPE_ERA=TY-SERIF-TEXT; CONTROL=ink-underline; MATERIAL=oak-timber; COLOUR_STRAT=CS-DUOTONE; CHROME=CH-IMMERSIVE; FEEL=spare ritual calm
C2148	techwear	Techwear	internet-expanded	SK-SPLIT-DEPTH	TY-GROTESK-SOFT	sharp-0	teak	CS-PRIMARY-TRIO	CH-NONE	marketing	STYLE_ID=techwear; SKELETON=SK-SPLIT-DEPTH; TYPE_ERA=TY-GROTESK-SOFT; CONTROL=sharp-0; MATERIAL=teak; COLOUR_STRAT=CS-PRIMARY-TRIO; CHROME=CH-NONE; FEEL=black modular utility
C2149	temple-quiet	Temple Quiet	internet-expanded	SK-CHECKOUT-TUNNEL	TY-SERIF-TEXT	ink-underline	brushed-steel	CS-TONAL	CH-MIN	marketing	STYLE_ID=temple-quiet; SKELETON=SK-CHECKOUT-TUNNEL; TYPE_ERA=TY-SERIF-TEXT; CONTROL=ink-underline; MATERIAL=brushed-steel; COLOUR_STRAT=CS-TONAL; CHROME=CH-MIN; FEEL=stone quiet threshold
C2150	tennis-club	Tennis Club	internet-expanded	SK-CHAT-THREAD	TY-HUMANIST	soft-rect	polished-brass	CS-PAPER-INK	CH-STANDARD	app	STYLE_ID=tennis-club; SKELETON=SK-CHAT-THREAD; TYPE_ERA=TY-HUMANIST; CONTROL=soft-rect; MATERIAL=polished-brass; COLOUR_STRAT=CS-PAPER-INK; CHROME=CH-STANDARD; FEEL=white green preppy sport
C2151	terminal-amber	Amber Terminal	internet-expanded	SK-NOTIFICATION-STACK	TY-MONO-DATA	sharp-0	enamel-sign	CS-DARK-STAGE	CH-APP	mobile	STYLE_ID=terminal-amber; SKELETON=SK-NOTIFICATION-STACK; TYPE_ERA=TY-MONO-DATA; CONTROL=sharp-0; MATERIAL=enamel-sign; COLOUR_STRAT=CS-DARK-STAGE; CHROME=CH-APP; FEEL=warm phosphor classic
C2152	terminal-green	Green Terminal	internet-expanded	SK-DIRECTORY	TY-MONO-DATA	sharp-0	wet-asphalt	CS-PASTEL-POP	CH-DENSE	app	STYLE_ID=terminal-green; SKELETON=SK-DIRECTORY; TYPE_ERA=TY-MONO-DATA; CONTROL=sharp-0; MATERIAL=wet-asphalt; COLOUR_STRAT=CS-PASTEL-POP; CHROME=CH-DENSE; FEEL=classic phosphor
C2153	terracotta-army	Terracotta Inspired	internet-expanded	SK-ATLAS-PLATES	TY-HUMANIST	sharp-0	concrete	CS-SIGNAL	CH-IMMERSIVE	marketing	STYLE_ID=terracotta-army; SKELETON=SK-ATLAS-PLATES; TYPE_ERA=TY-HUMANIST; CONTROL=sharp-0; MATERIAL=concrete; COLOUR_STRAT=CS-SIGNAL; CHROME=CH-IMMERSIVE; FEEL=earth ranks pattern care
C2154	textile-mill	Textile Mill	internet-expanded	SK-HERO-SPLIT	TY-INDUSTRIAL-COND	chunk-border	terrazzo	CS-PHOTO-LED	CH-NONE	marketing	STYLE_ID=textile-mill; SKELETON=SK-HERO-SPLIT; TYPE_ERA=TY-INDUSTRIAL-COND; CONTROL=chunk-border; MATERIAL=terrazzo; COLOUR_STRAT=CS-PHOTO-LED; CHROME=CH-NONE; FEEL=looms thread industry
C2155	theater-backstage	Backstage	internet-expanded	SK-SINGLE-STICKY	TY-SYSTEM-RAW	chunk-border	marble	CS-CMYK-PROCESS	CH-MIN	marketing	STYLE_ID=theater-backstage; SKELETON=SK-SINGLE-STICKY; TYPE_ERA=TY-SYSTEM-RAW; CONTROL=chunk-border; MATERIAL=marble; COLOUR_STRAT=CS-CMYK-PROCESS; CHROME=CH-MIN; FEEL=glow tape black
C2156	tide-pool-sci	Tide Pool Science	internet-expanded	SK-EDITORIAL-LONG	TY-SERIF-TEXT	ink-underline	granite	CS-EARTH	CH-STANDARD	marketing	STYLE_ID=tide-pool-sci; SKELETON=SK-EDITORIAL-LONG; TYPE_ERA=TY-SERIF-TEXT; CONTROL=ink-underline; MATERIAL=granite; COLOUR_STRAT=CS-EARTH; CHROME=CH-STANDARD; FEEL=creatures catalog
C2157	tin-ceiling	Tin Ceiling	internet-expanded	SK-BENTO	TY-DIDONE-LUX	ink-underline	glass-frost	CS-OCEAN	CH-APP	marketing	STYLE_ID=tin-ceiling; SKELETON=SK-BENTO; TYPE_ERA=TY-DIDONE-LUX; CONTROL=ink-underline; MATERIAL=glass-frost; COLOUR_STRAT=CS-OCEAN; CHROME=CH-APP; FEEL=pressed metal ornate
C2158	toolbox	Toolbox	internet-expanded	SK-TABLE-FIRST	TY-INDUSTRIAL-COND	chunk-border	smoked-glass	CS-NEON-ON-DARK	CH-DENSE	app	STYLE_ID=toolbox; SKELETON=SK-TABLE-FIRST; TYPE_ERA=TY-INDUSTRIAL-COND; CONTROL=chunk-border; MATERIAL=smoked-glass; COLOUR_STRAT=CS-NEON-ON-DARK; CHROME=CH-DENSE; FEEL=foam cutouts tools
C2159	topo-only	Topo Only	internet-expanded	SK-TIMELINE	TY-HUMANIST	sharp-0	acrylic	CS-DESAT-CORP	CH-IMMERSIVE	app	STYLE_ID=topo-only; SKELETON=SK-TIMELINE; TYPE_ERA=TY-HUMANIST; CONTROL=sharp-0; MATERIAL=acrylic; COLOUR_STRAT=CS-DESAT-CORP; CHROME=CH-IMMERSIVE; FEEL=contour lines pure
C2160	toy-store	Toy Store	internet-expanded	SK-MAP-STAGE	TY-ROUNDED	pill	leather-bound	CS-HIGH-KEY	CH-NONE	app	STYLE_ID=toy-store; SKELETON=SK-MAP-STAGE; TYPE_ERA=TY-ROUNDED; CONTROL=pill; MATERIAL=leather-bound; COLOUR_STRAT=CS-HIGH-KEY; CHROME=CH-NONE; FEEL=primary shelves joy
C2161	trade-show	Trade Show	internet-expanded	SK-BOARD-KANBAN	TY-GROTESK-SOFT	filled-block	parchment	CS-LOW-KEY	CH-MIN	app	STYLE_ID=trade-show; SKELETON=SK-BOARD-KANBAN; TYPE_ERA=TY-GROTESK-SOFT; CONTROL=filled-block; MATERIAL=parchment; COLOUR_STRAT=CS-LOW-KEY; CHROME=CH-MIN; FEEL=booth banners leads
C2162	train-compartment	Train Compartment	internet-expanded	SK-TICKET-STUB	TY-HUMANIST	ticket	vellum	CS-SEPIA	CH-STANDARD	marketing	STYLE_ID=train-compartment; SKELETON=SK-TICKET-STUB; TYPE_ERA=TY-HUMANIST; CONTROL=ticket; MATERIAL=vellum; COLOUR_STRAT=CS-SEPIA; CHROME=CH-STANDARD; FEEL=window seats timetable
C2163	trench	Trench	internet-expanded	SK-LEDGER	TY-STENCIL	chunk-border	wool-felt	CS-INVERTED	CH-APP	app	STYLE_ID=trench; SKELETON=SK-LEDGER; TYPE_ERA=TY-STENCIL; CONTROL=chunk-border; MATERIAL=wool-felt; COLOUR_STRAT=CS-INVERTED; CHROME=CH-APP; FEEL=mud util military careful
C2164	tribal-tech	Tribal-Tech Hybrid careful	internet-expanded	SK-TERMINAL	TY-MIXED-HIGH-CONTRAST	sharp-0	denim	CS-REGIONAL-FLAG	CH-DENSE	app	STYLE_ID=tribal-tech; SKELETON=SK-TERMINAL; TYPE_ERA=TY-MIXED-HIGH-CONTRAST; CONTROL=sharp-0; MATERIAL=denim; COLOUR_STRAT=CS-REGIONAL-FLAG; CHROME=CH-DENSE; FEEL=pattern + HUD careful
C2165	tropical-modernism	Tropical Modernism	internet-expanded	SK-POSTER	TY-HUMANIST	soft-rect	canvas-sail	CS-BRAND-LOCKUP	CH-IMMERSIVE	marketing	STYLE_ID=tropical-modernism; SKELETON=SK-POSTER; TYPE_ERA=TY-HUMANIST; CONTROL=soft-rect; MATERIAL=canvas-sail; COLOUR_STRAT=CS-BRAND-LOCKUP; CHROME=CH-IMMERSIVE; FEEL=climate modern shade
C2166	truck-stop	Truck Stop	internet-expanded	SK-BOTTOM-SHEET	TY-INDUSTRIAL-COND	chunk-border	rope-hemp	CS-MONO-PLUS	CH-NONE	mobile	STYLE_ID=truck-stop; SKELETON=SK-BOTTOM-SHEET; TYPE_ERA=TY-INDUSTRIAL-COND; CONTROL=chunk-border; MATERIAL=rope-hemp; COLOUR_STRAT=CS-MONO-PLUS; CHROME=CH-NONE; FEEL=highway coffee neon
C2167	typewriter	Typewriter	internet-expanded	SK-TAB-DECK	TY-MONO-DATA	ink-underline	vinyl-black	CS-DUOTONE	CH-MIN	mobile	STYLE_ID=typewriter; SKELETON=SK-TAB-DECK; TYPE_ERA=TY-MONO-DATA; CONTROL=ink-underline; MATERIAL=vinyl-black; COLOUR_STRAT=CS-DUOTONE; CHROME=CH-MIN; FEEL=monospace letters ink
C2168	typography-only	Typography Only	internet-expanded	SK-WIZARD-STEPS	TY-DISPLAY-EXTREME	ink-underline	chrome-metal	CS-PRIMARY-TRIO	CH-STANDARD	app	STYLE_ID=typography-only; SKELETON=SK-WIZARD-STEPS; TYPE_ERA=TY-DISPLAY-EXTREME; CONTROL=ink-underline; MATERIAL=chrome-metal; COLOUR_STRAT=CS-PRIMARY-TRIO; CHROME=CH-STANDARD; FEEL=no images type composition
C2169	underground-club	Underground Club	internet-expanded	SK-SPLIT-INSPECTOR	TY-DISPLAY-EXTREME	sharp-0	anodised-aluminium	CS-TONAL	CH-APP	app	STYLE_ID=underground-club; SKELETON=SK-SPLIT-INSPECTOR; TYPE_ERA=TY-DISPLAY-EXTREME; CONTROL=sharp-0; MATERIAL=anodised-aluminium; COLOUR_STRAT=CS-TONAL; CHROME=CH-APP; FEEL=black light low fi
C2170	university-lab	University Lab	internet-expanded	SK-DASH-METRIC	TY-SERIF-TEXT	sharp-0	bakelite	CS-PAPER-INK	CH-DENSE	app	STYLE_ID=university-lab; SKELETON=SK-DASH-METRIC; TYPE_ERA=TY-SERIF-TEXT; CONTROL=sharp-0; MATERIAL=bakelite; COLOUR_STRAT=CS-PAPER-INK; CHROME=CH-DENSE; FEEL=grant posters diagrams
C2171	urban-gardening	Urban Gardening	internet-expanded	SK-GALLERY-INDEX	TY-HUMANIST	soft-rect	ceramic-glaze	CS-DARK-STAGE	CH-IMMERSIVE	marketing	STYLE_ID=urban-gardening; SKELETON=SK-GALLERY-INDEX; TYPE_ERA=TY-HUMANIST; CONTROL=soft-rect; MATERIAL=ceramic-glaze; COLOUR_STRAT=CS-DARK-STAGE; CHROME=CH-IMMERSIVE; FEEL=planters city green
C2172	utility-bill	Utility Bill	internet-expanded	SK-ZINE-COLLAGE	TY-SYSTEM-RAW	sharp-0	porcelain	CS-PASTEL-POP	CH-NONE	marketing	STYLE_ID=utility-bill; SKELETON=SK-ZINE-COLLAGE; TYPE_ERA=TY-SYSTEM-RAW; CONTROL=sharp-0; MATERIAL=porcelain; COLOUR_STRAT=CS-PASTEL-POP; CHROME=CH-NONE; FEEL=tables due dates plain
C2173	utopia	Utopia	internet-expanded	SK-BRUTAL-BLOCKS	TY-GEOMETRIC	soft-rect	chalkboard	CS-SIGNAL	CH-MIN	any	STYLE_ID=utopia; SKELETON=SK-BRUTAL-BLOCKS; TYPE_ERA=TY-GEOMETRIC; CONTROL=soft-rect; MATERIAL=chalkboard; COLOUR_STRAT=CS-SIGNAL; CHROME=CH-MIN; FEEL=soft future hopeful diagrams
C2174	vacation-slideshow	Vacation Slideshow	internet-expanded	SK-RAIL-DOCK	TY-HUMANIST	soft-rect	whiteboard-lab	CS-PHOTO-LED	CH-STANDARD	app	STYLE_ID=vacation-slideshow; SKELETON=SK-RAIL-DOCK; TYPE_ERA=TY-HUMANIST; CONTROL=soft-rect; MATERIAL=whiteboard-lab; COLOUR_STRAT=CS-PHOTO-LED; CHROME=CH-STANDARD; FEEL=kodak carousels
C2175	valley	Valley	internet-expanded	SK-CENTER-STAGE	TY-HUMANIST	soft-rect	crt-phosphor	CS-CMYK-PROCESS	CH-APP	marketing	STYLE_ID=valley; SKELETON=SK-CENTER-STAGE; TYPE_ERA=TY-HUMANIST; CONTROL=soft-rect; MATERIAL=crt-phosphor; COLOUR_STRAT=CS-CMYK-PROCESS; CHROME=CH-APP; FEEL=vineyard rows calm
C2176	vaudeville	Vaudeville	internet-expanded	SK-NEWS-RIVER	TY-DISPLAY-EXTREME	ticket	lcd-blue	CS-EARTH	CH-DENSE	app	STYLE_ID=vaudeville; SKELETON=SK-NEWS-RIVER; TYPE_ERA=TY-DISPLAY-EXTREME; CONTROL=ticket; MATERIAL=lcd-blue; COLOUR_STRAT=CS-EARTH; CHROME=CH-DENSE; FEEL=stage lights variety
C2177	vector-flat-2013	2013 Flat Vector	internet-expanded	SK-CALENDAR-SPINE	TY-GROTESK-SOFT	soft-rect	oled-black	CS-OCEAN	CH-IMMERSIVE	app	STYLE_ID=vector-flat-2013; SKELETON=SK-CALENDAR-SPINE; TYPE_ERA=TY-GROTESK-SOFT; CONTROL=soft-rect; MATERIAL=oled-black; COLOUR_STRAT=CS-OCEAN; CHROME=CH-IMMERSIVE; FEEL=long shadow icons
C2178	velour	Velour	internet-expanded	SK-MASONRY	TY-DIDONE-LUX	pill	neon-tube	CS-NEON-ON-DARK	CH-NONE	marketing	STYLE_ID=velour; SKELETON=SK-MASONRY; TYPE_ERA=TY-DIDONE-LUX; CONTROL=pill; MATERIAL=neon-tube; COLOUR_STRAT=CS-NEON-ON-DARK; CHROME=CH-NONE; FEEL=soft luxe 70s
C2179	venetian	Venetian	internet-expanded	SK-SPLIT-DIAGONAL	TY-DIDONE-LUX	ink-underline	led-matrix	CS-DESAT-CORP	CH-MIN	marketing	STYLE_ID=venetian; SKELETON=SK-SPLIT-DIAGONAL; TYPE_ERA=TY-DIDONE-LUX; CONTROL=ink-underline; MATERIAL=led-matrix; COLOUR_STRAT=CS-DESAT-CORP; CHROME=CH-MIN; FEEL=canals ornate decay beauty
C2180	video-store	Video Store	internet-expanded	SK-FRAME-IN-FRAME	TY-DISPLAY-EXTREME	chunk-border	holographic-foil	CS-HIGH-KEY	CH-STANDARD	marketing	STYLE_ID=video-store; SKELETON=SK-FRAME-IN-FRAME; TYPE_ERA=TY-DISPLAY-EXTREME; CONTROL=chunk-border; MATERIAL=holographic-foil; COLOUR_STRAT=CS-HIGH-KEY; CHROME=CH-STANDARD; FEEL=VHS walls neon
C2181	villa	Villa	internet-expanded	SK-SIDE-SCROLL	TY-HUMANIST	soft-rect	iridescent-film	CS-LOW-KEY	CH-APP	marketing	STYLE_ID=villa; SKELETON=SK-SIDE-SCROLL; TYPE_ERA=TY-HUMANIST; CONTROL=soft-rect; MATERIAL=iridescent-film; COLOUR_STRAT=CS-LOW-KEY; CHROME=CH-APP; FEEL=mediterranean leisure
C2182	vintage-computer	Vintage Computer	internet-expanded	SK-FIXED-TOC	TY-SYSTEM-RAW	sharp-0	bubble-plastic	CS-SEPIA	CH-DENSE	marketing	STYLE_ID=vintage-computer; SKELETON=SK-FIXED-TOC; TYPE_ERA=TY-SYSTEM-RAW; CONTROL=sharp-0; MATERIAL=bubble-plastic; COLOUR_STRAT=CS-SEPIA; CHROME=CH-DENSE; FEEL=beige CRT UI
C2183	vintage-sports	Vintage Sports	internet-expanded	SK-COMMAND-CENTER	TY-INDUSTRIAL-COND	ticket	soft-clay	CS-INVERTED	CH-IMMERSIVE	app	STYLE_ID=vintage-sports; SKELETON=SK-COMMAND-CENTER; TYPE_ERA=TY-INDUSTRIAL-COND; CONTROL=ticket; MATERIAL=soft-clay; COLOUR_STRAT=CS-INVERTED; CHROME=CH-IMMERSIVE; FEEL=letterman patches
C2184	volcanic	Volcanic	internet-expanded	SK-INBOX-ZERO	TY-GROTESQUE	sharp-0	rubber-matte	CS-REGIONAL-FLAG	CH-NONE	app	STYLE_ID=volcanic; SKELETON=SK-INBOX-ZERO; TYPE_ERA=TY-GROTESQUE; CONTROL=sharp-0; MATERIAL=rubber-matte; COLOUR_STRAT=CS-REGIONAL-FLAG; CHROME=CH-NONE; FEEL=basalt lava heat
C2185	voyager	Voyager	internet-expanded	SK-STUDIO-CANVAS	TY-GROTESQUE	sharp-0	silicone	CS-BRAND-LOCKUP	CH-MIN	app	STYLE_ID=voyager; SKELETON=SK-STUDIO-CANVAS; TYPE_ERA=TY-GROTESQUE; CONTROL=sharp-0; MATERIAL=silicone; COLOUR_STRAT=CS-BRAND-LOCKUP; CHROME=CH-MIN; FEEL=golden record space
C2186	wallpaper-william-morris	Morris Wallpaper	internet-expanded	SK-COMPARISON	TY-OLDSTYLE-SERIF	ink-underline	carbon-fibre	CS-MONO-PLUS	CH-STANDARD	marketing	STYLE_ID=wallpaper-william-morris; SKELETON=SK-COMPARISON; TYPE_ERA=TY-OLDSTYLE-SERIF; CONTROL=ink-underline; MATERIAL=carbon-fibre; COLOUR_STRAT=CS-MONO-PLUS; CHROME=CH-STANDARD; FEEL=dense botanical craft
C2187	warehouse-rave	Warehouse Rave	internet-expanded	SK-PRICING-LADDER	TY-GROTESQUE	sharp-0	camo-cloth	CS-DUOTONE	CH-APP	marketing	STYLE_ID=warehouse-rave; SKELETON=SK-PRICING-LADDER; TYPE_ERA=TY-GROTESQUE; CONTROL=sharp-0; MATERIAL=camo-cloth; COLOUR_STRAT=CS-DUOTONE; CHROME=CH-APP; FEEL=industrial dance
C2188	watercolor-soft	Soft Watercolour	internet-expanded	SK-MANIFEST-LIST	TY-HUMANIST	soft-rect	high-vis-mesh	CS-PRIMARY-TRIO	CH-DENSE	app	STYLE_ID=watercolor-soft; SKELETON=SK-MANIFEST-LIST; TYPE_ERA=TY-HUMANIST; CONTROL=soft-rect; MATERIAL=high-vis-mesh; COLOUR_STRAT=CS-PRIMARY-TRIO; CHROME=CH-DENSE; FEEL=washes edges bleed
C2189	weather-channel-90s	90s Weather	internet-expanded	SK-SCOREBOARD	TY-SYSTEM-RAW	soft-rect	safety-yellow-paint	CS-TONAL	CH-IMMERSIVE	app	STYLE_ID=weather-channel-90s; SKELETON=SK-SCOREBOARD; TYPE_ERA=TY-SYSTEM-RAW; CONTROL=soft-rect; MATERIAL=safety-yellow-paint; COLOUR_STRAT=CS-TONAL; CHROME=CH-IMMERSIVE; FEEL=maps gradients local
